loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
25000,25000,24975, 60 months,0.1864,643.58,E,E1,KINGS COUNTY DISTRICT ATTORNEY'S OFFICE,10+ years,RENT,61500,Verified,11-Dec,Charged Off,"  Borrower added on 12/13/11 > I plan to pay off my credit cards.  I have 13 years on the job with a secure career.  <br><br>  Borrower added on 12/19/11 > Sending the minimum payments will take me, ranging from the lowest balance to the highest balance, approx. 10 to 26 years.  With Lending Club, 5 years is motivational and a BIG difference.<br>",debt_consolidation,CLEAR UP,112xx,NY,12.6,1,Apr-00,0,22,,11,0,24278,60.80%,25,26611.67,26585.13,13993.4,11732.12,32.18,853.97,153.7146,15-Apr,643.58,18-Jul
20000,20000,19975, 60 months,0.1527,478.64,C,C4,Level 3 Communications,10+ years,OWN,78216,Verified,11-Dec,Charged Off,,debt_consolidation,Debt Consolidation,956xx,CA,10.79,0,Jul-95,1,,,8,0,25161,80.30%,21,5799.88,5792.71,2367.51,2405.39,0,1026.98,9.89,12-Oct,478.64,16-Oct
18000,18000,17975, 60 months,0.1727,449.97,D,D3,NEXCOM,1 year,MORTGAGE,62000,Verified,11-Dec,Charged Off,,debt_consolidation,outofdebt,234xx,VA,7.82,0,Aug-88,2,61,,8,0,11273,86.70%,30,20808.83,20780.01,11594.61,8172.87,0,1041.35,187.443,15-Aug,449.97,16-Oct
5000,5000,5000, 36 months,0.1242,167.08,B,B4,The Newell Group,2 years,RENT,30000,Source Verified,11-Dec,Charged Off,,debt_consolidation,Debt Consolidation - Dec 2011,296xx,SC,23.84,0,1-Jun,2,,,8,0,7980,89.70%,40,835.4,835.4,587.51,246.19,0,1.7,0,12-Jun,167.08,18-Nov
12000,12000,12000, 36 months,0.0991,386.7,B,B1,Shaws,10+ years,RENT,55000,Not Verified,11-Dec,Charged Off,  Borrower added on 12/11/11 > This loan is to pay off automobile and credit cards<br>,debt_consolidation,Zero Balance Project,028xx,RI,13,0,Mar-98,0,,,10,0,11774,75.50%,17,5859.43,5859.43,4244.34,1162.46,0,452.63,4.55,13-Mar,386.7,16-Oct
10000,10000,10000, 36 months,0.1171,330.76,B,B3,chevron station,5 years,RENT,32000,Not Verified,11-Dec,Charged Off,,credit_card,lovely,331xx,FL,21.83,0,1-Oct,0,,,11,0,7346,59.60%,23,1962.02,1962.02,1186.67,464.08,0,311.27,3.27,12-Jun,330.76,16-Oct
24000,24000,24000, 36 months,0.089,762.08,A,A5,Tech Data Corp,10+ years,MORTGAGE,116400,Verified,11-Dec,Charged Off,,car,Car loan and pay off my family,336xx,FL,3.94,0,Dec-92,4,,,14,0,3885,8.10%,31,8653.52,8653.52,6036.95,1580.45,0,1036.12,10.25,12-Oct,762.08,18-Apr
12000,12000,12000, 36 months,0.1171,396.92,B,B3,Firestone Complete Auto Care,10+ years,RENT,57200,Source Verified,11-Dec,Charged Off,  Borrower added on 12/15/11 > I plan to use this loan to pay off my high interest credit cards and lower my monthly payments. I have been with my company for over 11 years.<br>,debt_consolidation,consolidation,014xx,MA,16.36,0,May-00,0,,,11,0,22059,68.50%,17,3572.28,3572.28,2613.54,951.36,0,7.38,0,12-Oct,396.92,17-Jul
10000,10000,10000, 36 months,0.1269,335.45,B,B5,Grey Goose Restaurant,2 years,RENT,35000,Source Verified,11-Dec,Charged Off,,debt_consolidation,Stress relief,405xx,KY,12.03,0,Apr-00,1,,,10,0,10472,84.60%,15,7690.46,7690.46,5358.77,1671.4,0,660.29,6.4601,13-Oct,335.45,16-Oct
9750,9750,9750, 36 months,0.0751,303.34,A,A3,Grand Wailea,4 years,RENT,35000,Not Verified,11-Dec,Charged Off,  Borrower added on 12/10/11 > Debt consolidation<br> Borrower added on 12/14/11 > Thank you<br>,debt_consolidation,Consolidation,967xx,HI,29.04,0,Sep-96,1,,,9,0,13275,51.70%,19,5156.78,5156.78,4327.31,823.52,0,5.95,0,13-May,303.34,19-Mar
3000,3000,3000, 60 months,0.1903,77.88,E,E2,AT and T,3 years,RENT,53004,Source Verified,11-Dec,Charged Off,,other,Ring,330xx,FL,10.73,1,3-Aug,2,19,,3,0,1985,79.40%,12,4549.249996,4549.25,2847.55,1669.49,15,17.21,3.0978,16-Oct,77.88,17-Apr
25000,25000,23505.29384, 60 months,0.1942,654.31,E,E3,San Francisco Public Library,10+ years,RENT,60000,Verified,11-Dec,Charged Off,"  Borrower added on 12/11/11 > I always pay my bills on time but would like to have a better interest rate and have a consolidated payment,<br>",credit_card,refinance,941xx,CA,20.04,0,Aug-00,0,,,12,0,17035,94.90%,24,29415.85,25748.61,11624.71,11255.08,0,6536.06,1172.7,14-Dec,654.31,18-Aug
8875,8875,8875, 36 months,0.1269,297.72,B,B5,wells fargo,5 years,MORTGAGE,35360,Verified,11-Dec,Charged Off,,debt_consolidation,credit card debt,181xx,PA,23.11,0,5-Sep,1,,,9,0,13003,71.10%,13,2052.99,2052.99,1251.86,528.58,0,272.55,2.96,12-Jun,297.72,18-Aug
12000,12000,12000, 36 months,0.089,381.04,A,A5,Sterling Savings Bank,3 years,RENT,32000,Source Verified,11-Dec,Charged Off,  Borrower added on 12/15/11 > Thank you all so much for all that you've already done. You have no idea how much you are changing my life!<br><br>  Borrower added on 12/16/11 > This is going to help me pay off my credit cards and have just one low payment every month.  I can't tell you how good it feels to see the light at the end of the tunnel and see that I will be out of debt quicker than I thought I could be.  I greatly appreciate your help and will not let you down.<br>,debt_consolidation,Bye-bye high interest rates!,975xx,OR,6.75,0,5-Nov,0,,,9,0,5329,59.20%,12,8747.3,8747.3,6603.89,1390.81,0,752.6,7.454600002,13-Sep,381.04,18-Oct
15000,15000,14224.10774, 60 months,0.1269,338.93,B,B5,Pkm Panel Systems Corp.,3 years,OWN,30000,Verified,11-Dec,Charged Off,"  Borrower added on 12/14/11 > i would really like this loan to take care of my credit cards. i was a fool in the past for going crazy with them, but not anymore. i pay on time 99% of the time, and i absolutely never miss a payment. this loan will be to liquidate majority of my credit card debt and hopefully have a fresh start with a much cheaper payement and lower rate. i'd also love to see my credit score get better in doing so. no one should ever worry about lending me money at all because i'm as honest and trustworthy as they come. i've been at a good job with plenty of overtime for the past 3 years and love it. thank you for the opportunity and i hope i can get some help<br>",debt_consolidation,leave mistakes behind,088xx,NJ,24.76,0,4-Jun,1,,,7,0,16876,65.70%,17,9543.84,8138.48,4881.73,3227.63,0,1434.48,14.0952,13-Dec,338.93,17-Oct
8050,8050,8050, 36 months,0.1269,270.04,B,B5,PBM&M,1 year,RENT,36000,Source Verified,11-Dec,Charged Off,  Borrower added on 12/10/11 > debt consolidation<br> Borrower added on 12/11/11 > debt. consolidation<br> Borrower added on 12/13/11 > debt consolidation<br>,debt_consolidation,debt consolidation,986xx,WA,14.8,0,7-May,0,,,4,0,12000,81.30%,7,1335.61,1335.61,748.57,327.43,0,259.61,2.82,12-Apr,270.04,16-Oct
6000,6000,6000, 60 months,0.079,121.38,A,A4,Fidelity Investments,< 1 year,RENT,30084,Verified,11-Dec,Charged Off,  Borrower added on 12/14/11 > My goal is to pay off a higher-interest credit card and have a little extra in savings for those unexpected events - so I don't go back in debt. Looking forward to financial freedom!<br>,debt_consolidation,Personal Loan,410xx,KY,1.68,0,Jul-94,0,,,6,0,2192,10%,15,3662.31,3662.31,2298.98,836.88,0,526.45,5.0643,14-Feb,121.38,18-Jul
1500,1500,1500, 36 months,0.1864,54.72,E,E1,Willowood Care Center,< 1 year,RENT,17000,Source Verified,11-Dec,Charged Off,,other,Personal ,442xx,OH,4.59,0,7-Sep,3,,,10,0,1497,99.80%,15,561.42,561.42,300.67,191.27,0,69.48,0.65,12-Sep,54.72,16-Oct
20000,16925,11925, 60 months,0.1465,399.55,C,C3,Macy's,10+ years,RENT,75000,Verified,11-Dec,Charged Off,,debt_consolidation,Debt Consolidation,913xx,CA,16.51,0,Nov-95,2,,,10,0,21513,74.90%,16,3615.93,2546.74,1819.26,1773.35,19.91218684,3.41,0,12-Sep,819.08,19-Mar
1000,1000,1000, 36 months,0.1465,34.5,C,C3,,n/a,RENT,18408,Not Verified,11-Dec,Charged Off,,major_purchase,Myloan,080xx,NJ,6,0,Apr-93,2,,114,3,1,2510,83.70%,8,91.39,91.39,22.24,12.18,0,56.97,10.2402,12-Jan,34.5,12-Jun
8500,8500,8500, 36 months,0.1427,291.63,C,C2,Costco Pharmacy,9 years,RENT,50000,Source Verified,11-Dec,Charged Off,,debt_consolidation,Debt Consolidation Loan,194xx,PA,8.5,0,4-Nov,2,,,15,0,9354,61.50%,27,2450.67,2450.67,1378.65,657.23,0,414.79,3.88,12-Jul,291.63,16-Oct
33425,20675,19010.82122, 60 months,0.1349,475.63,C,C1,Travelers insurance,2 years,MORTGAGE,75000,Source Verified,11-Dec,Charged Off,  Borrower added on 12/09/11 > Debt consolidation<br>,debt_consolidation,Debt Consolidation Loan,114xx,NY,25.71,0,Jul-78,3,,,10,0,50670,50.50%,43,19893.95,16765.31,13371.26,6512.03,0,10.66,0,15-Feb,1370.08,18-Aug
18000,18000,17836.5806, 60 months,0.1171,397.77,B,B3,Di-Matrix,< 1 year,RENT,40000,Source Verified,11-Dec,Charged Off,,debt_consolidation,My Freedom loan,850xx,AZ,18.18,0,Dec-99,0,,,6,0,12806,68.80%,12,10859.88,10577.08,5690.48,3448.57,0,1720.83,17.1117,13-Dec,397.77,16-Oct
20000,20000,19523.20774, 60 months,0.1677,494.59,D,D2,US Postal Service,10+ years,RENT,60000,Verified,11-Dec,Charged Off,"  Borrower added on 12/10/11 > I plan to use the funds to consolidate my debt.  I will make my monthly payment on time.  I work at the United States Postal Service for 15 years and until I retire.<br><br>  Borrower added on 12/19/11 > working for the United States Postal Service for 15 years, i can say that my job is stable...i will never be out of work...getting this loan will help me pay off my credit card bill faster and help me get back on my feet<br>",debt_consolidation,debt free,945xx,CA,9.46,0,Mar-95,2,28,,13,0,16326,41%,30,18799.72,17787.27,9606.12,7667.87,0,1525.73,268.0326,14-Nov,494.59,16-Oct
14400,14400,14400, 36 months,0.1825,522.41,D,D5,NAVFAC/Naval Station Newport,5 years,RENT,51871,Verified,11-Dec,Charged Off,  Borrower added on 12/09/11 > The loan will be used to consolidate my debt and begin a new in 2012.  I have been working for the government for over 5 years and at some point would like to further my education.  I am very good about being on time with payments and take this very seriously.  The payment presented works great for my budget and may be able to get it paid off even earlier.  This loan would really be a great new beginning and allow me to go back to school and further my career.  Thank you to all who inquire and best wishes for the new year!<br>,debt_consolidation,2012 New Beginnings,028xx,RI,7.82,0,6-Mar,0,,,5,0,8092,79.30%,9,7871.82,7871.82,4684.23,2613.83,0,573.76,5.67,13-Feb,522.41,16-Oct
4200,4200,4200, 60 months,0.1727,105,D,D3,physicians surgery center of tempe,9 years,RENT,43000,Source Verified,11-Dec,Charged Off,"  Borrower added on 12/09/11 > job is stable<br><br> Borrower added on 12/09/11 > been with my job for almost 10 years, want to pay off credit cards etc<br>",debt_consolidation,Credit Card Consolidation,852xx,AZ,10.13,0,Nov-96,1,82,,9,0,8843,77%,19,4200,4200,2381.46,1807.62,0,10.92,1.9656,15-Apr,105,17-Feb
3000,3000,3000, 36 months,0.1065,97.72,B,B2,ADP,10+ years,MORTGAGE,86004,Not Verified,11-Dec,Charged Off,,other,Lending Club,070xx,NJ,13.37,0,Dec-97,2,,,8,0,23964,64.60%,35,2241.56,2241.56,1629.41,417.88,0,194.27,1.894400001,13-Sep,97.72,16-Oct
15000,15000,15000, 36 months,0.1629,529.51,D,D1,Bentall Kennedy,1 year,RENT,110000,Verified,11-Dec,Charged Off,  Borrower added on 12/09/11 > I need a short-term loan for my business. I am looking to raise the necessary capital without selling my existing investments.<br><br>Thank you.<br><br>,small_business,Short-Term Business Loan,750xx,TX,21.99,2,Nov-98,0,4,,12,0,40370,84.10%,24,1874.13,1874.13,655.77,402.57,0,815.79,146.7198,12-Feb,529.51,16-Oct
10000,10000,10000, 36 months,0.1727,357.88,D,D3,MACYS,8 years,RENT,68000,Not Verified,11-Dec,Charged Off,  Borrower added on 12/09/11 > I WANT TO PAY OFF CARDS AND HAVE ONE PAYMENT<br><br> Borrower added on 12/09/11 > I HAVE BEEN AT MY JOB FOR 7.5 YEARS<br>,debt_consolidation,PAYOFF,597xx,MT,17.15,0,2-Mar,1,,,7,0,6754,92.50%,16,8589.12,8589.12,6067.35,2507.07,0,14.7,0,13-Dec,357.88,13-Dec
16000,16000,16000, 36 months,0.079,500.65,A,A4,"Gugino & Mortimer, PLC",1 year,RENT,51000,Source Verified,11-Dec,Charged Off,  Borrower added on 12/09/11 > The purpose fo this loan is to consolidate three credit cards. My husband and I have three Chase credit cards that we want to consolidate into one payment and save on interest. <br>,debt_consolidation,Pay off Chase,857xx,AZ,24.66,0,Dec-92,0,,,8,0,29485,81%,28,11931.26,11931.26,9323.14,1688.52,0,919.6,9.1696,13-Oct,500.65,16-Oct
2200,2200,2200, 36 months,0.1527,76.56,C,C4,Regent care center,10+ years,OWN,48000,Not Verified,11-Dec,Charged Off,,debt_consolidation,Truck repair,773xx,TX,5.47,0,May-00,3,76,,3,0,10130,83.70%,7,2294,2294,353.21,182.71,0,1758.08,317.1046,12-Jul,76.56,19-Mar
25000,25000,24975, 60 months,0.1942,654.31,E,E3,hudson national golf club,10+ years,RENT,105000,Verified,11-Dec,Charged Off,"  Borrower added on 12/09/11 > thank you , i approciate your help<br>",credit_card,personnel,105xx,NY,21.13,0,Aug-00,0,,,16,0,28380,85.30%,42,36098.36,36062.36,21873.39,14095.46,0,129.51,20.0358,16-Jul,654.31,17-Oct
8000,8000,8000, 60 months,0.089,165.68,A,A5,St. Johnland,1 year,RENT,51204,Not Verified,11-Dec,Charged Off,,debt_consolidation,Debt Consolidation,117xx,NY,25.12,0,Aug-87,0,68,,16,0,20888,37.60%,40,4639.04,4639.04,3271.74,1367.3,0,0,0,14-May,34.32,17-Feb
35000,23250,23225, 60 months,0.203,619.88,E,E5,The Crexent Business Centers,3 years,OWN,85000,Verified,11-Dec,Charged Off,"  Borrower added on 12/11/11 > Looking to consolidate debt so I can take care of my family and move forward with my business venture.  PLEASE CONSIDER!<br> Borrower added on 12/13/11 > Thank you for helping me with this request.  I urge you to fund the full amount as this will assist me going forward .  Thank you for your consideration!<br><br>  Borrower added on 12/18/11 > I need to consolidate my accounts as I am working on opening my our business.<br><br>  Borrower added on 12/19/11 > Dear Investors<br><br>With only 4 days left to fund my request, I hope you will be able to assist me.  I need your help in condolidating my bills.  I now take care of my father after my mothers death.  The the additional financial responsibility  I need to consolidate to make sure I can take care of him<br>",debt_consolidation,FREEDOM debt,322xx,FL,16.39,0,Dec-84,2,82,,10,0,18515,76.50%,40,3099.4,3096.09,1169.59,1923.91,0,5.9,0,12-May,619.88,19-Mar
12000,12000,11975, 60 months,0.1465,283.28,C,C3,Hawaiian Airlines,< 1 year,RENT,75000,Verified,11-Dec,Charged Off,  Borrower added on 12/09/11 > Debt consolidation of IRS and State Taxes<br>,credit_card,Refinance,967xx,HI,16.13,0,Nov-00,3,,,14,0,16664,89.40%,28,7695.78,7679.75,3606.06,2908,0,1181.72,11.8034,13-Nov,283.28,16-Oct
21250,21250,21250, 36 months,0.1242,710.08,B,B4,SHOWBOAT CASINO,5 years,RENT,37000,Verified,11-Dec,Charged Off,  Borrower added on 12/09/11 > Money to pay off any bills and to buy items for business.<br> Borrower added on 12/10/11 > Money is to pay off any bills(easier to pay off one source) and to make capital improvements for business.<br>,other,"Debt-Paying, Wife-Helping",082xx,NJ,14.27,0,May-00,1,68,,8,0,14899,69.30%,21,8880.24,8880.24,6569.76,2266.76,0,43.72,0,12-Dec,710.08,19-Mar
15000,15000,15000, 36 months,0.1527,521.97,C,C4,Hudson Hotel,10+ years,RENT,60000,Verified,11-Dec,Charged Off,,debt_consolidation,Debt Consolidation,113xx,NY,10.72,0,2-Apr,2,,,7,0,12333,75.20%,18,6380.91,6380.91,3871.69,1853.48,0,655.74,6.26,12-Nov,521.97,16-Oct
4000,4000,4000, 36 months,0.1269,134.18,B,B5,publix,6 years,RENT,30000,Not Verified,11-Dec,Charged Off,  Borrower added on 12/08/11 > remodeling our kitchen<br>,home_improvement,home improvement,323xx,FL,17.6,0,Mar-96,1,48,,8,0,1296,5.50%,20,2157.3,2157.3,1481.95,526.55,0,148.8,1.49,13-Mar,134.18,18-Aug
4000,4000,4000, 60 months,0.1991,105.78,E,E4,Newell Rubbermaid Inc,10+ years,RENT,45000,Source Verified,11-Dec,Charged Off,,house,mortgage,179xx,PA,15.2,0,Mar-96,3,,92,5,1,3722,22.40%,11,1778.68,1778.68,660.29,924.37,0,194.02,1.76,13-Apr,331.68,16-Oct
1700,1700,1700, 36 months,0.079,53.2,A,A4,,n/a,MORTGAGE,37800,Not Verified,11-Dec,Charged Off,,home_improvement,Home Improvement,805xx,CO,27,0,Jul-79,0,,,9,0,16333,91.20%,27,1221.23,1221.23,940.44,174.03,0,106.76,1.040299999,13-Sep,53.2,16-Oct
12000,12000,12000, 36 months,0.1465,413.94,C,C3,Carefusion,6 years,RENT,54400,Verified,11-Dec,Charged Off,  Borrower added on 12/08/11 > I plan on using this money to pay off some of my higher interest rate credit cards. This is a part of my plan to have all my debt paid off in 3 years so I can purchase my first home. This amount I requested will give me the room to pay off my debt and also have a bit extra for saving. I am a responsible person and have a secure job. I appreciate your consideratation in funding my loan. Thank you.<br>,debt_consolidation,Debt Consolidation Loan,983xx,WA,13.81,0,Nov-98,1,,,14,0,13239,60.20%,33,11043.04,11043.04,8359.5,2683.54,0,0,0,14-Apr,480.6,17-Feb
8000,8000,8000, 60 months,0.203,213.29,E,E5,DOW Networks,1 year,RENT,42500,Source Verified,11-Dec,Charged Off,"  Borrower added on 12/08/11 > Consolidating all my credit cards and paying my rent off for the rest of the contract. Then I'll double up on my payments on my loan with the money I save from the difference in rent payments and minimum payment amounts on my credit cards that I'll be paying off.<br> Borrower added on 12/11/11 > My lease is up on my apartment in July 2012, and my next step is buying a home. I'm saving my down payment now, and I just need to pay off my revolving debt. <br>",debt_consolidation,Consolidation Loan,300xx,GA,14.23,0,4-Mar,1,,,10,0,9870,95%,24,8505.34,8505.34,2173.49,3335.6,0,2996.25,509.3625,14-Jun,200,19-Mar
13000,13000,13000, 36 months,0.1629,458.91,D,D1,TR furniture,10+ years,RENT,28000,Source Verified,11-Dec,Charged Off,,debt_consolidation,Debt Consolidation,285xx,NC,12.9,0,1-Oct,1,,,4,0,6901,93.30%,8,8769.17,8769.17,5318.23,3008.91,0,442.03,4.411600005,13-Oct,320.84,16-Oct
24000,24000,23975, 60 months,0.1758,603.98,D,D4,Department of Defense,5 years,RENT,68809,Verified,11-Dec,Charged Off,"  Borrower added on 12/10/11 > Just need this loan to consolidate some debt. Am currently employed, and have been for 5 years, with the government. Will pay this loan off with no problem! <br>",debt_consolidation,Consolidation,325xx,FL,21.29,0,5-Jun,1,,,10,0,3343,25.30%,20,4408.9,4404.36,1567.87,2049.17,0,791.86,8.02,12-Jun,603.98,16-Oct
11200,11200,11200, 36 months,0.1242,374.26,B,B4,myrvpartsplace.com,3 years,RENT,75000,Not Verified,11-Dec,Charged Off,,car,Car,925xx,CA,22.88,0,Dec-96,0,,,8,0,25673,74.40%,13,4230.94,4230.94,2702.91,1033.89,0,494.14,4.72,12-Oct,374.26,16-Oct
12000,12000,12000, 36 months,0.1427,411.71,C,C2,vogue beauty salon,2 years,RENT,28000,Source Verified,11-Dec,Charged Off,"  Borrower added on 12/08/11 > I desperately need this loan to pay my credit cards bills, this is alot more easier than to pay to different banks and more amount.<br> Borrower added on 12/10/11 > Thank you guys for your help, I really appreciate that. <br>",credit_card,Credit cards bills,905xx,CA,8.49,0,7-Aug,1,,,9,0,8738,68.50%,10,5432.27,5432.27,3441.99,1490.13,0,500.15,4.87,12-Dec,411.71,16-Oct
